SMILES,N,ALogPS_logP,ALogPS_logS,HALOG,MW,N,NA,NH,O,P,PSA,S,SdCH2,SdssC,Se1C1C4s,Se1C2C2ss,Se1C2C3sd,Se1C2C3ss,Se1C3C3ds,Se1C3C4ss,Se2C1C3s,SsCH3,SssCH2,SsssCH,SssssC,aCNOS,ACCEPTORS,RBONDS,SaaCH,SaasC,SdO,SdO(ester),Se1C1C3s,Se1C1O2s,Se1C3Cl1a,Se1C3O2as,Se1C3O2ds,Se1C3O2ss,Se2C3O1s,SeaC2C2aa,SeaC2C3aa,SeaC3C3aa,SsCl,SssO,SssO(ester),DONORS,Se1C1C2s,Se1C2O1s,Se1C2O2ss,Se1C3O1s,SsOH,SsOH(alc),Se1C1C3d,Se1C2C4ss,Se1C4C4ss,SdsCH,Se1C2C2ds,Se2C2C2ss,SdO(keto),Se1C2C2dd,Se2C2O1s,SaaN,SaasN,Se1C1C3a,Se1C2N3sa,SeaC3N2aa,SeaC3N3aa,SeaN2N3aa,Se1C1C2d,Se1C2C3ds,Se1C3C3ss,Se2C2C3ss,SdO(acid),Se1C2S2ss,Se1C3N2as,Se1C3O1d,Se1C3S2as,SsOH(acid),SssNH,SssNH(ar),SssS,Se1C3C3as,Se1C3Cl1s,SdO(amid),Se1C2N3ss,Se1C3C4ds,Se1C3N2ds,Se1C3N3ds,Se1C4N3ss,SssNH(oth),SsssN,SsssN(oth),SaaaC,Se1C2C3sa,Se1C3C3ad,Se1C3N3da,Se1C2N2ss,Se1C2Si4ss,Se1C3N1d,Se1O2Si4ss,SsNH2,SsNH2(oth),SssssSi,Se1C2N1s,SsNH2(al),Se1N3Br1s,Se1N3Cl1s,SsBr,Se1C3C4as,Se1C4F1s,SsF,SdO(nitro),SddsN,SddsN(nitro),Se1C3N==ad,Se2NO2,Se1C2S1s,SsSH,Se1C1N3s,Se1C2N3ds,Se1C3C3dd,Se1C3O1a,SsOH(phen),Se2C1C2s,Se1C2C3dd,Se1C3N3as,Se1C1Si3s,Se1C1Si4s,Se1O2Si3ss,SsssSiH,SsssN(al),SeaC2N2aa,Se1C2C3da,Se1C2Br1s,Se1C3Cl1d,SdsN,Se1C3N2ad,Se2C3N2ss,Se1C2Si4ds,Se1C3N1a,SsNH2(ar),Se1C4O2ss,Se1C2C4ts,Se1C4O1s,Se3C1C2s,StCH,StsC,SssNH(al),Se1N2O1d,Se1C2C2st,Se3C2C2ss,Se1C3C3aa,Se1C2Cl1s,SdsssP,Se1O2P4sd,Se2O1P4s,SaaS,Se1C3S1a,SeaC3S2aa,Se1C2C3ts,Se3C2N1s,StN,Se1C4Br1s,Se1C3N2ss,Se1C3Br1a,Se1O2O2ss,Se1C2C3ta,Se1C2O2ds,Se1C3N2sd,Se1C3N3ss,Se2N2N2st,Se3N1N2d,StdN,Se2C3C3ss,SeaC2N3aa,Se1N1N3a,SeaN2N2aa,SdO(sulfo),SddssS,Se1N3S4ad,Se1N3S4sd,Se2O1S4d,Se1C4Cl1s,SdsN(nitro),Se2N2O1s,Se1C3S4ad,Se1N1S4d,Se1N3S2ss,Se1S2S2ss,SsssN(ar),Se1C3S2ds,Se1C4N2ss,Se1C2N2ds,Se1C3F1d,SdS,Se2C3S1s,Se1O1S4d,Se1O2S4sd,Se1N2S4sd,Se1C1S2s,SeaN2S2aa,Se2N2N2ss,Se1C2C4ds,Se1C4S2ss,Se2C2N2ss,Se1C1N2s,Se1C1S4d,Se1C4S4sd,Se1N2O2ds,SdssS,Se1C1S3d,Se1C4S3sd,Se2O1S3s,SaaO,Se1C3I1a,SeaC3O2aa,SsI,Se1C2S1t,Se1C3F1a,SeaN2O2aa,Se1P4S2ds,SaaNH,Se1C1N3a,SeaC2NHaa,SeaC3NHaa,SdssN,Se1C2N3psd,Se2C3N3pss,Se2P4S1s,Se1C1N4ps,Se1C2N4pss,SssssN,Se1C2S3sd,Se1C3S3ad,Se1C1P4d,Se1B3O1s,SsssB,Se1C3Br1d,Se1N2N3ds,Se1C2S4sd,Se1C3N2dd,Se1C3N3aa,Se1N2Cl1s,Se1N3O1s,Se1C3N3sa,Se1C3N1s,SeaC2S2aa,SeaC2O2aa,Se1N2O1s,Se1N2P4sd,Se1N3P4sd,Se1O1P4d,Se1C3S2ss,Se1C3S4sd,SdssPH,Se1O2P3sd,Se2O1P3s,Se1C1N3pa,SeaC3N3paa,SeaN3N3paa,Se1C3F1s,Se1O2P3ss,SsssP,SdsssAs,Se1C1As4d,Se1O1As4d,Se2O1As4s,Se1C1Sn4s,Se1Cl1Sn4s,SssssSn,Se1N2N==dd,Se1O2S3sd,Se1C3P4ad,Se1C4N2sd,Se1N2N3ss,Se1C3Si4as,Se2C1O1,Se1C2N1d,Se3As1In1,StAs,StIn,Se1N1N2s,Se1N3O2ss,Se1N2N2ss,Se1C3S1d,Se1C2C3td,Se1N1P4d,SdsSH,Se1C3S2ad,Se2C3S2ss,Se1N1N3s,Se1N2N2dd,Se1C3N2pss,SssNH2,SssNH2(al),SdsssN,SdsssN(oth),Se1C1N4d,Se1C2N4sd,Se2N4O1s,Se1C2S2ds,SaaaN,Se1N==O2ds,Se1C2S4dd,Se1C3P3as,Se1P3Cl1s,Se1C3Hg2as,Se1O2Hg2ss,SssHg,SdssSi,Se1C1Si3d,Se2O1Si3s,SddsCl,Se1O1Cl3d,Se2O1Cl3d,Se1N2N2ds,Se1C2N2sd,SdNH,SddN,Se2N1N2pd,SdsCl,Se1O1Cl2d,Se2O1Cl2s,Se1C2F1s,Se1B4F1s,SssssBH,Se1C2Cl1d,Se1C4N1s,Se1C4S1s,SeaN2NHaa,Se1C3P4sd,Se1C3Br1s,SaadN,SaadN(oth),Se2N3O1a,Se1C3N==dd,Se2C3N1s,Se1C4N==sd,Se1C2S2ts,Se1C2I1t,Se1C2N2td,Se1C2C2dt,SddC,Se2C2N2ds,Se2C2S1d,SsOH(zwit),Se1C2Sn4ss,Se1O1O2s,Se1C2N1t,Se1C2N2ts,Se1C3S4dd,Se1C2P4sd,Se1N3N3ss,Se1C1N3pd,Se1N2Si4ss,Se1C1N2d,Se1C1C2t,Se1C2N2dd,Se1C2N==sd,SdddN,SdddN(nitro),Se2N3O1d,SddSi,Se2O1Si2d,Se1B3C3sa,Se1N3pO1a,SeaC2N3paa
CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O,11,2.35,-2.82,0,265.4,1,18,15,3,0,57.61,1,0,-1.152,0,0,0,0.6551,-0.1818,0,0,3.786,0.7199,-0.8536,0,6,4,4,7.217,1.425,23.58,0,1.354,0,0,0,0,0,15.37,6.071,3.104,0.8965,0,0,0,1,1.631,0,0,0,9.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02437,0,11.38,0,0,5.885,1.234,9.325,0,0,1.227,0,0,12.2,0,0,0,1.153,0,0,1.39,1.39,0,0,0.5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=NN(CO)C(C)=C1,12,0.15,-1.25,0,126.2,2,9,10,1,0,38.05,0,0,0,0,0,0,0,0,0,0,3.815,-0.0281,0,0,5,2,1,1.927,1.941,0,0,0,0,0,0,0,0,0,0,2.862,0,0,0,0,1,0,5.126,0,0,8.632,8.632,0,0,0,0,0,0,0,0,0,4,1.551,3.156,0.9439,2.823,1.35,3.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC/C=C\CCOC(C)=O,13,2.47,-2.16,0,142.2,0,10,14,2,0,26.3,0,0,-0.2038,0,0.788,0,0,0,0,0,3.492,2.374,0,0,0,2,5,0,0,10.23,10.23,0,0,0,0,2.59,0,6.038,0,0,0,0,4.698,4.698,0,1.653,0,2.765,0,0,0,0.9693,0,0,4.076,3.103,2.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC/C=C\CCC=O,14,3.98,-3.77,0,154.3,0,11,18,1,0,17.07,0,0,0,0,4.954,0,0,0,0,0,2.204,6.64,0,0,0,1,7,0,0,9.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.825,0,0,0,0,0,0,0,0,5.25,4.469,2.21,9.906,0,6.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C/C=C/C=C/CCCCCCCO,15,4.71,-4.23,0,182.3,0,13,22,1,0,20.23,0,0,0,0,7.382,0,0,0,0,0,2.027,7.506,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,8.547,8.547,0,0,0,8.42,1.731,4.244,0,2.1,0,0,0,0,0,0,0,0,2.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(O)=O,16,6.14,-5.08,0,298.5,0,21,34,3,0,57.53,0,0,-0.6887,0,12.24,0.3557,1.288,0,0,0,2.2,13.25,-0.1721,0,0,1,15,0,0,10.33,0,0,0,0,0,0,0,6.106,0,0,0,0,0,0,2,1.835,0,0,5.962,18.3,9.794,0,0,0,4.279,3.377,2.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33,0,0,5.057,0,8.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOC(=O)C(C)=C.C12C3C(C(C1)CC2)C=CC3,17,2.97,-4.22,0,134.2,0,10,14,0,0,0,0,0,0,0,1.587,0,6.63,0,0,0,0,6.065,4.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.911,2.087,2.784,0,0,0,0,0,0,0,0,0,0,0,1.938,2.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl/C=C/Cl,18,1.85,-1.18,2,96.95,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.747,0,0,0,0,0,0,0,0,0,0,0,0,2.475,0,1.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C(/C=C/C)C=C1,19,3.4,-2.92,0,148.2,0,11,12,1,0,9.23,0,0,0,0,0,0,0,0,0,0,3.675,0,0,0,6,1,2,7.961,2.103,0,0,0,3.215,0,3.198,0,0,0,4.054,6.266,0,0,5.023,0,0,0,0,0,0,0,0,0,0,0,4.071,0,2.061,0,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C[C@H](CCO)CCC=C(C)C,20,3.48,-2.27,0,156.3,0,11,20,1,0,20.23,0,0,1.39,0,2.197,0,2.086,0,0,0,6.433,3.627,0.6626,0,0,0,5,0,0,0,0,1.677,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.092,0,0,8.63,8.63,3.746,0,0,2.258,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC/C=C\CCO,21,1.7,-0.79,0,100.2,0,7,12,1,0,20.23,0,0,0,0,0.7938,0,0,0,0,0,2.077,2.143,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.677,4.78,0,0,8.242,8.242,0,0,0,4.038,3.151,2.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=CCC/C(/C)=C\CO,22,2.89,-2.05,0,154.3,0,11,18,1,0,20.23,0,0,2.631,0,1.158,1.271,0,0,0,0,6.255,2.317,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.963,0,0,8.553,8.553,5.518,0,0,4.077,2.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C)C(NC2=NC(SCC(O)=O)=NC(Cl)=C2)=CC=C1,23,3.79,-4.55,1,323.8,3,21,14,2,0,75.11,1,0,-0.9235,0,0,0.04235,0,0,0,0,4.044,-0.1079,0,0,12,4,5,7.533,4.353,10.59,0,0,0,3.905,0,0,0,6.287,4.171,5.74,2.324,5.951,0,0,2,0,0,0,0,8.691,0,0,0,0,0,0,0,0,0,0,8.266,0,3.49,0,10.62,0,0,0,0,0,0,10.59,0.7882,4.406,5.169,0.949,8.691,3.186,3.186,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
